Title: 5DC_trans_su.txt
Date: Tue Mar 19 16:39:00 2024
Plotname: DC ct1[1].dc1[1/21] <5DC_trans_su.txt>  VDGROUND.Vdc=1 V  VGGROUND.Vdc=(-9 V->0 V)
Flags: real 
No. Variables: 14     
No. Points: 91      
Variables:	0	VGGROUND.Vdc	none 
		1	n1	voltage plot=0 grid=1
		2	n2	voltage plot=0 grid=1
		3	n3	voltage plot=0 grid=1
		4	XCKT.Gi	voltage plot=0 grid=1
		5	XCKT.Di	voltage plot=0 grid=1
		6	XCKT.X1.Si	voltage plot=0 grid=1
		7	XCKT.X1.Gi	voltage plot=0 grid=1
		8	XCKT.X1.Di	voltage plot=0 grid=1
		9	XCKT.X1.Sii	voltage plot=0 grid=1
		10	XCKT.X1.Gii	voltage plot=0 grid=1
		11	XCKT.X1.Dii	voltage plot=0 grid=1
		12	VGGROUND.i	current plot=0 grid=1
		13	VDGROUND.i	current plot=0 grid=1
Values:
0	-9.000000000000000e+00	1.000000000000000e+00
	-9.000000000000000e+00	1.138134532961698e-14
	-8.999999999395623e+00	9.999999994000798e-01
	-1.114352578056972e-14	-8.999999999394111e+00
	9.999999993985800e-01	-1.114352578056972e-14
	-8.999999999394111e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

1	-8.900000000000000e+00	1.000000000000000e+00
	-8.900000000000000e+00	1.138134532957099e-14
	-8.899999999395623e+00	9.999999994000798e-01
	-1.114352578056972e-14	-8.899999999394112e+00
	9.999999993985800e-01	-1.114352578056972e-14
	-8.899999999394112e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

2	-8.800000000000001e+00	1.000000000000000e+00
	-8.800000000000001e+00	1.138134532952301e-14
	-8.799999999395624e+00	9.999999994000798e-01
	-1.114352578056973e-14	-8.799999999394112e+00
	9.999999993985800e-01	-1.114352578056973e-14
	-8.799999999394112e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

3	-8.700000000000001e+00	1.000000000000000e+00
	-8.700000000000001e+00	1.138134532947287e-14
	-8.699999999395624e+00	9.999999994000798e-01
	-1.114352578056973e-14	-8.699999999394112e+00
	9.999999993985800e-01	-1.114352578056973e-14
	-8.699999999394112e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

4	-8.600000000000001e+00	1.000000000000000e+00
	-8.600000000000001e+00	1.138134532942042e-14
	-8.599999999395624e+00	9.999999994000798e-01
	-1.114352578056973e-14	-8.599999999394113e+00
	9.999999993985800e-01	-1.114352578056973e-14
	-8.599999999394113e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

5	-8.500000000000002e+00	1.000000000000000e+00
	-8.500000000000002e+00	1.138134532936551e-14
	-8.499999999395625e+00	9.999999994000798e-01
	-1.114352578056973e-14	-8.499999999394113e+00
	9.999999993985800e-01	-1.114352578056973e-14
	-8.499999999394113e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

6	-8.400000000000002e+00	1.000000000000000e+00
	-8.400000000000002e+00	1.138134532930794e-14
	-8.399999999395625e+00	9.999999994000798e-01
	-1.114352578056974e-14	-8.399999999394113e+00
	9.999999993985800e-01	-1.114352578056974e-14
	-8.399999999394113e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

7	-8.300000000000002e+00	1.000000000000000e+00
	-8.300000000000002e+00	1.138134532924753e-14
	-8.299999999395625e+00	9.999999994000798e-01
	-1.114352578056974e-14	-8.299999999394114e+00
	9.999999993985800e-01	-1.114352578056974e-14
	-8.299999999394114e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

8	-8.200000000000003e+00	1.000000000000000e+00
	-8.200000000000003e+00	1.138134532918405e-14
	-8.199999999395626e+00	9.999999994000798e-01
	-1.114352578056974e-14	-8.199999999394114e+00
	9.999999993985800e-01	-1.114352578056974e-14
	-8.199999999394114e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

9	-8.100000000000003e+00	1.000000000000000e+00
	-8.100000000000003e+00	1.138134532911728e-14
	-8.099999999395626e+00	9.999999994000798e-01
	-1.114352578056975e-14	-8.099999999394115e+00
	9.999999993985800e-01	-1.114352578056975e-14
	-8.099999999394115e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

10	-8.000000000000004e+00	1.000000000000000e+00
	-8.000000000000004e+00	1.138134532904694e-14
	-7.999999999395626e+00	9.999999994000798e-01
	-1.114352578056975e-14	-7.999999999394115e+00
	9.999999993985800e-01	-1.114352578056975e-14
	-7.999999999394115e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

11	-7.900000000000004e+00	1.000000000000000e+00
	-7.900000000000004e+00	1.138134532897279e-14
	-7.899999999395626e+00	9.999999994000798e-01
	-1.114352578056975e-14	-7.899999999394115e+00
	9.999999993985800e-01	-1.114352578056975e-14
	-7.899999999394115e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

12	-7.800000000000004e+00	1.000000000000000e+00
	-7.800000000000004e+00	1.138134532889441e-14
	-7.799999999395626e+00	9.999999994000798e-01
	-1.114352578056975e-14	-7.799999999394116e+00
	9.999999993985800e-01	-1.114352578056975e-14
	-7.799999999394116e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

13	-7.700000000000005e+00	1.000000000000000e+00
	-7.700000000000005e+00	1.138134532881148e-14
	-7.699999999395627e+00	9.999999994000798e-01
	-1.114352578056976e-14	-7.699999999394116e+00
	9.999999993985800e-01	-1.114352578056976e-14
	-7.699999999394116e+00	9.999999993985800e-01
	1.510944000000000e-09	-1.499800474219430e-09

14	-7.600000000000005e+00	1.000000000000000e+00
	-7.600000000000005e+00	1.138134532872361e-14
	-7.599999999395627e+00	9.999999994000798e-01
	-1.114352578056976e-14	-7.599999999394116e+00
	9.999999993985800e-01	-1.114352578056976e-14
	-7.599999999394116e+00	9.999999993985800e-01
